Comunidad autónoma de residencia	Tipo de dato	Gastos totales, medios, distribución e índice	Periodo	Total
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2020	-14
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2019	5,2
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2018	0,9
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2017	1,2
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2016	0,9
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2015	1,1
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2014	4,8
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2013	-3,3
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2012	-5,1
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2011	-1,3
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2010	-6
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2009	-6,3
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2008	-5,6
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2007	5,2
05 Canarias	Variación respecto al año anterior	Gasto medio por hogar	2006	""
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2020	-14,2
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2019	4,7
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2018	1,1
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2017	1,6
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2016	1,4
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2015	1,2
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2014	5,2
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2013	-2,8
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2012	-4,4
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2011	-0,2
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2010	-4,8
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2009	-5,1
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2008	-4,4
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2007	6,8
05 Canarias	Variación respecto al año anterior	Gasto medio por persona	2006	""
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2020	-14,2
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2019	4,9
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2018	0,8
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2017	1,4
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2016	1,3
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2015	1
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2014	5,1
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2013	-3,2
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2012	-4,5
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2011	-0,6
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2010	-5,1
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2009	-5,5
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2008	-4,8
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2007	6,3
05 Canarias	Variación respecto al año anterior	Gasto medio por unidad de consumo	2006	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2020	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2019	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2018	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2017	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2016	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2015	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2014	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2013	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2012	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2011	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2010	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2009	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2008	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2007	""
05 Canarias	Variación respecto al año anterior	Índice sobre la media del gmp	2006	""
05 Canarias	Variación respecto al año base	Gasto total	2020	-0,6
05 Canarias	Variación respecto al año base	Gasto total	2019	14,7
05 Canarias	Variación respecto al año base	Gasto total	2018	7,7
05 Canarias	Variación respecto al año base	Gasto total	2017	4,8
05 Canarias	Variación respecto al año base	Gasto total	2016	2,2
05 Canarias	Variación respecto al año base	Gasto total	2015	0,8
05 Canarias	Variación respecto al año base	Gasto total	2014	-0,8
05 Canarias	Variación respecto al año base	Gasto total	2013	-6,1
05 Canarias	Variación respecto al año base	Gasto total	2012	-4,2
05 Canarias	Variación respecto al año base	Gasto total	2011	-0,7
05 Canarias	Variación respecto al año base	Gasto total	2010	-1,5
05 Canarias	Variación respecto al año base	Gasto total	2009	2,5
05 Canarias	Variación respecto al año base	Gasto total	2008	6,7
05 Canarias	Variación respecto al año base	Gasto total	2007	9,3
05 Canarias	Variación respecto al año base	Gasto total	2006	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2020	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2019	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2018	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2017	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2016	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2015	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2014	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2013	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2012	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2011	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2010	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2009	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2008	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2007	""
05 Canarias	Variación respecto al año base	Distribución porcentual	2006	""
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2020	-21,8
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2019	-9,1
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2018	-13,7
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2017	-14,4
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2016	-15,4
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2015	-16,2
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2014	-17
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2013	-20,8
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2012	-18,1
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2011	-13,7
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2010	-12,5
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2009	-6,9
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2008	-0,7
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2007	5,2
05 Canarias	Variación respecto al año base	Gasto medio por hogar	2006	""
05 Canarias	Variación respecto al año base	Gasto medio por persona	2020	-14,8
05 Canarias	Variación respecto al año base	Gasto medio por persona	2019	-0,7
05 Canarias	Variación respecto al año base	Gasto medio por persona	2018	-5,2
05 Canarias	Variación respecto al año base	Gasto medio por persona	2017	-6,2
05 Canarias	Variación respecto al año base	Gasto medio por persona	2016	-7,7
05 Canarias	Variación respecto al año base	Gasto medio por persona	2015	-9
05 Canarias	Variación respecto al año base	Gasto medio por persona	2014	-10
05 Canarias	Variación respecto al año base	Gasto medio por persona	2013	-14,5
05 Canarias	Variación respecto al año base	Gasto medio por persona	2012	-12
05 Canarias	Variación respecto al año base	Gasto medio por persona	2011	-8
05 Canarias	Variación respecto al año base	Gasto medio por persona	2010	-7,8
05 Canarias	Variación respecto al año base	Gasto medio por persona	2009	-3,1
05 Canarias	Variación respecto al año base	Gasto medio por persona	2008	2,1
05 Canarias	Variación respecto al año base	Gasto medio por persona	2007	6,8
05 Canarias	Variación respecto al año base	Gasto medio por persona	2006	""
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2020	-17,6
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2019	-4
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2018	-8,4
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2017	-9,1
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2016	-10,4
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2015	-11,5
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2014	-12,4
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2013	-16,7
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2012	-14
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2011	-9,9
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2010	-9,3
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2009	-4,4
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2008	1,1
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2007	6,3
05 Canarias	Variación respecto al año base	Gasto medio por unidad de consumo	2006	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2020	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2019	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2018	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2017	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2016	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2015	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2014	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2013	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2012	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2011	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2010	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2009	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2008	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2007	""
05 Canarias	Variación respecto al año base	Índice sobre la media del gmp	2006	""
06 Cantabria	Dato base	Gasto total	2020	5.982.460,61
06 Cantabria	Dato base	Gasto total	2019	7.120.576,17
06 Cantabria	Dato base	Gasto total	2018	7.237.241,58
06 Cantabria	Dato base	Gasto total	2017	7.200.738
06 Cantabria	Dato base	Gasto total	2016	6.625.297,4
06 Cantabria	Dato base	Gasto total	2015	6.724.795,41
06 Cantabria	Dato base	Gasto total	2014	6.461.938,12
06 Cantabria	Dato base	Gasto total	2013	6.461.063,96
06 Cantabria	Dato base	Gasto total	2012	6.851.513,85
06 Cantabria	Dato base	Gasto total	2011	6.931.223,12
06 Cantabria	Dato base	Gasto total	2010	6.978.764,99
06 Cantabria	Dato base	Gasto total	2009	7.031.352,52
06 Cantabria	Dato base	Gasto total	2008	6.768.499,11
06 Cantabria	Dato base	Gasto total	2007	6.686.957,26
06 Cantabria	Dato base	Gasto total	2006	5.986.317,28
06 Cantabria	Dato base	Distribución porcentual	2020	1,18
06 Cantabria	Dato base	Distribución porcentual	2019	1,26
06 Cantabria	Dato base	Distribución porcentual	2018	1,3
06 Cantabria	Dato base	Distribución porcentual	2017	1,33
06 Cantabria	Dato base	Distribución porcentual	2016	1,27
06 Cantabria	Dato base	Distribución porcentual	2015	1,33
06 Cantabria	Dato base	Distribución porcentual	2014	1,3
06 Cantabria	Dato base	Distribución porcentual	2013	1,31
06 Cantabria	Dato base	Distribución porcentual	2012	1,34
06 Cantabria	Dato base	Distribución porcentual	2011	1,33
06 Cantabria	Dato base	Distribución porcentual	2010	1,34
06 Cantabria	Dato base	Distribución porcentual	2009	1,34
06 Cantabria	Dato base	Distribución porcentual	2008	1,25
06 Cantabria	Dato base	Distribución porcentual	2007	1,27
06 Cantabria	Dato base	Distribución porcentual	2006	1,22
06 Cantabria	Dato base	Gasto medio por hogar	2020	24.639,51
06 Cantabria	Dato base	Gasto medio por hogar	2019	29.520,52
06 Cantabria	Dato base	Gasto medio por hogar	2018	30.071,44
06 Cantabria	Dato base	Gasto medio por hogar	2017	29.945,34
06 Cantabria	Dato base	Gasto medio por hogar	2016	27.549,85
06 Cantabria	Dato base	Gasto medio por hogar	2015	27.973,91
06 Cantabria	Dato base	Gasto medio por hogar	2014	26.981,59
06 Cantabria	Dato base	Gasto medio por hogar	2013	27.162,99
06 Cantabria	Dato base	Gasto medio por hogar	2012	28.971,69
06 Cantabria	Dato base	Gasto medio por hogar	2011	29.616,25
06 Cantabria	Dato base	Gasto medio por hogar	2010	30.353,54
06 Cantabria	Dato base	Gasto medio por hogar	2009	31.188,77
06 Cantabria	Dato base	Gasto medio por hogar	2008	30.751,33
06 Cantabria	Dato base	Gasto medio por hogar	2007	31.254,69
06 Cantabria	Dato base	Gasto medio por hogar	2006	28.807,59
06 Cantabria	Dato base	Gasto medio por persona	2020	10.374,91
06 Cantabria	Dato base	Gasto medio por persona	2019	12.387,41
06 Cantabria	Dato base	Gasto medio por persona	2018	12.577,81
06 Cantabria	Dato base	Gasto medio por persona	2017	12.512,32
06 Cantabria	Dato base	Gasto medio por persona	2016	11.497,35
06 Cantabria	Dato base	Gasto medio por persona	2015	11.627,59
